"","mean.the1","mean.the10","mean.the11","mean.the12","mean.the13","mean.the14","mean.the15","mean.the16","mean.the17","mean.the18","mean.the19","mean.the2","mean.the20","mean.the21","mean.the22","mean.the23","mean.the24","mean.the25","mean.the26","mean.the27","mean.the28","mean.the29","mean.the3","mean.the30","mean.the31","mean.the32","mean.the33","mean.the34","mean.the35","mean.the36","mean.the37","mean.the38","mean.the39","mean.the4","mean.the5","mean.the6","mean.the7","mean.the8","mean.the9","support.the1","support.the10","support.the11","support.the12","support.the13","support.the14","support.the15","support.the16","support.the17","support.the18","support.the19","support.the2","support.the20","support.the21","support.the22","support.the23","support.the24","support.the25","support.the26","support.the27","support.the28","support.the29","support.the3","support.the30","support.the31","support.the32","support.the33","support.the34","support.the35","support.the36","support.the37","support.the38","support.the39","support.the4","support.the5","support.the6","support.the7","support.the8","support.the9","mean.the1.1","mean.the10.1","mean.the11.1","mean.the12.1","mean.the13.1","mean.the14.1","mean.the15.1","mean.the16.1","mean.the17.1","mean.the18.1","mean.the19.1","mean.the2.1","mean.the20.1","mean.the21.1","mean.the22.1","mean.the23.1","mean.the24.1","mean.the25.1","mean.the26.1","mean.the27.1","mean.the28.1","mean.the29.1","mean.the3.1","mean.the30.1","mean.the31.1","mean.the32.1","mean.the33.1","mean.the34.1","mean.the35.1","mean.the36.1","mean.the37.1","mean.the38.1","mean.the39.1","mean.the4.1","mean.the5.1","mean.the6.1","mean.the7.1","mean.the8.1","mean.the9.1","support.the1.1","support.the10.1","support.the11.1","support.the12.1","support.the13.1","support.the14.1","support.the15.1","support.the16.1","support.the17.1","support.the18.1","support.the19.1","support.the2.1","support.the20.1","support.the21.1","support.the22.1","support.the23.1","support.the24.1","support.the25.1","support.the26.1","support.the27.1","support.the28.1","support.the29.1","support.the3.1","support.the30.1","support.the31.1","support.the32.1","support.the33.1","support.the34.1","support.the35.1","support.the36.1","support.the37.1","support.the38.1","support.the39.1","support.the4.1","support.the5.1","support.the6.1","support.the7.1","support.the8.1","support.the9.1"
"the19",0.0140980447539927,0.0200774722636607,0.0332781411198003,-0.0260945032896274,-0.0215296945279269,0.00419081657383912,0.0330280114553114,0.0218000271992233,-0.00963794103757266,0.0265294721315823,1,-0.015278330523246,0.00604690571781742,0.0485053056835929,0.00958523838534156,-0.00637975745097155,0.0530935492329246,0.0294495565661609,-0.0755123016182336,-0.0104864422884614,-0.0353853867777425,0.0149935297665153,0.0242547478794442,-0.0799868645885772,-0.0556354077876119,-0.00451802622272787,-0.00728945106700595,0.0193968001109604,-0.0284226720963276,-0.0563554007109425,-0.0163308112012128,-0.0681096040181568,0.00924550547554474,0.015137638483221,0.0156045624971083,-0.0348703177174572,-0.0666883803392043,0.0486871263813017,0.0336273867146371,0.514444444444444,0.506666666666667,0.521111111111111,0.482222222222222,0.493333333333333,0.496666666666667,0.521111111111111,0.512222222222222,0.492222222222222,0.516666666666667,1,0.495555555555556,0.496666666666667,0.527777777777778,0.51,0.5,0.53,0.518888888888889,0.468888888888889,0.491111111111111,0.476666666666667,0.512222222222222,0.506666666666667,0.454444444444444,0.464444444444444,0.504444444444444,0.496666666666667,0.504444444444444,0.483333333333333,0.467777777777778,0.491111111111111,0.456666666666667,0.497777777777778,0.51,0.506666666666667,0.477777777777778,0.457777777777778,0.531111111111111,0.523333333333333,0.0155242601336971,-0.0037174463516653,-0.00630765787513714,0.0327146397721986,0.0239950394090606,0.00301244542096218,0.0169694970778721,0.0638358991506506,0.0568460665898591,0.019686590545076,1,-0.0191148065572544,0.00854780362751243,0.0126712521727786,-0.00342691109399406,0.00654134030933633,0.000335357776014112,0.0125319423726737,-0.0263838180118826,0.0247605930998162,0.0320918397900423,-0.00536424643435665,0.0118986096714344,0.0260645816894415,0.0279327107829466,-0.0189242725020772,0.0330323106115162,-0.0464084923048801,-0.0761612068110502,0.00190540913908533,-0.00140751479296033,0.00828070387524215,-0.0315768263987176,-0.0154145855723828,-0.00303601860573882,0.0437676954561417,-0.0410211879756235,0.0193221514575266,-0.027218737920105,0.507777777777778,0.498888888888889,0.504444444444444,0.515555555555556,0.517777777777778,0.494444444444444,0.516666666666667,0.53,0.526666666666667,0.51,1,0.49,0.506666666666667,0.51,0.497777777777778,0.5,0.496666666666667,0.501111111111111,0.485555555555556,0.515555555555556,0.524444444444444,0.498888888888889,0.508888888888889,0.517777777777778,0.514444444444444,0.483333333333333,0.524444444444444,0.48,0.454444444444444,0.504444444444444,0.507777777777778,0.504444444444444,0.488888888888889,0.486666666666667,0.496666666666667,0.534444444444444,0.478888888888889,0.516666666666667,0.483333333333333
"the2",0.0818029308505225,0.0182223256361761,-0.00421024454602648,-0.0155709050437648,-0.0115151911631277,0.0623061460348593,0.0466466946385726,-0.050878253001156,-0.0129047493000021,-0.0110788135936473,-0.015278330523246,1,-0.0248707673481806,-0.00375961657164381,0.0424169449918377,0.0119623348661782,0.0909536467496295,0.107611995242863,-0.011559418920567,0.0581314127901276,-0.0015037940882993,-0.0195470911873988,0.106079533503283,-0.0355696244685731,0.022715710746605,-0.0856265196709898,-0.100967938163252,0.00393332436414952,-0.0508166620540723,-0.0017369451345375,-0.0168481472280578,-0.0097749952059335,-0.0255728892423015,0.120433582898966,0.105917015185241,-0.0365362694052122,-0.163495798051777,0.00120150451111598,0.0236998218279606,0.546666666666667,0.508888888888889,0.491111111111111,0.492222222222222,0.498888888888889,0.531111111111111,0.522222222222222,0.471111111111111,0.5,0.494444444444444,0.495555555555556,1,0.492222222222222,0.502222222222222,0.525555555555556,0.516666666666667,0.537777777777778,0.547777777777778,0.496666666666667,0.535555555555556,0.5,0.493333333333333,0.557777777777778,0.478888888888889,0.513333333333333,0.455555555555556,0.443333333333333,0.504444444444444,0.48,0.501111111111111,0.49,0.497777777777778,0.482222222222222,0.563333333333333,0.553333333333333,0.484444444444444,0.412222222222222,0.501111111111111,0.515555555555556,0.0350808913769057,0.00657981577790984,0.0297652912156378,-0.0269080692872529,-0.0245745929499831,0.00199452975198919,-0.00611864611038943,-0.00908844031243272,-0.0399675277238508,0.0155282907944415,-0.0191148065572544,1,-0.0355785241849275,-0.0455063040260455,0.0477867721686708,-0.0238588912539629,-0.0256335406813595,0.0138022816809288,0.0442850945773511,-0.00842694511901862,0.00688164967536875,0.0175677970329468,0.0473526402960485,-0.0208922985570452,0.0063108031160797,-0.0503379677291522,-0.0352681795789904,-0.0260220426395122,0.0169722039807853,-0.0615163839115731,0.00308878320626848,0.0121233560659079,0.0400558136604887,0.0615499196275006,0.0487086322436163,-0.0263485128131954,-0.0254410537173672,0.0420686975140548,-0.000587949073290849,0.525555555555556,0.495555555555556,0.513333333333333,0.481111111111111,0.494444444444444,0.51,0.502222222222222,0.495555555555556,0.475555555555556,0.511111111111111,0.49,1,0.473333333333333,0.465555555555556,0.526666666666667,0.49,0.476666666666667,0.511111111111111,0.517777777777778,0.501111111111111,0.495555555555556,0.507777777777778,0.522222222222222,0.484444444444444,0.501111111111111,0.474444444444444,0.481111111111111,0.488888888888889,0.512222222222222,0.466666666666667,0.512222222222222,0.51,0.516666666666667,0.532222222222222,0.527777777777778,0.48,0.485555555555556,0.52,0.504444444444444
"the20",0.0374657094274636,-0.00342100820159123,-0.00910136949964944,-0.00538951065460376,-0.0201997562791633,0.0341757454477001,0.0122839843273092,0.000573147579288739,0.0343916472675355,0.00797142843052668,0.00604690571781742,-0.0248707673481806,1,0.00364170013155723,0.0609381645852621,-0.00685898953952236,0.0131852297885952,0.0925067370233376,-0.0478606617585698,-0.00684395595310042,0.0367104877445286,-0.0186059102478845,0.0140014270611428,-0.0572358826963198,0.0257417265199667,0.0153571771304596,-0.0521349588865061,0.0574173818363593,0.00432125577374472,-0.0387365765707474,0.0112760434642528,0.0298206386074022,-0.0159627588600231,0.0123588687574764,0.0285272452272338,0.0406760415566403,-0.0497090836038005,0.0444311556648132,0.0362901096070096,0.516666666666667,0.503333333333333,0.496666666666667,0.498888888888889,0.482222222222222,0.523333333333333,0.511111111111111,0.502222222222222,0.521111111111111,0.505555555555556,0.496666666666667,0.492222222222222,1,0.492222222222222,0.54,0.496666666666667,0.506666666666667,0.554444444444444,0.467777777777778,0.492222222222222,0.522222222222222,0.485555555555556,0.507777777777778,0.464444444444444,0.521111111111111,0.508888888888889,0.471111111111111,0.523333333333333,0.494444444444444,0.477777777777778,0.502222222222222,0.51,0.49,0.497777777777778,0.51,0.528888888888889,0.481111111111111,0.517777777777778,0.515555555555556,0.0255024876540731,0.000439259595171437,-0.0226193614221897,0.0113653697917181,0.041024467313447,-0.0208520552287923,0.0373912096183486,-0.0118915095115615,-0.00708523943719969,0.0295767551531153,0.00854780362751243,-0.0355785241849276,1,-0.00824717773101364,-0.0316266956301535,0.0065997322262541,0.0184363721499247,0.00716141669560458,-0.0281146165515305,0.0231278900337106,0.0160329655415057,-0.0245795291438587,-0.0131206286396366,-0.0413731396361341,-0.00846279510206031,0.0126520947260385,0.0151615762459815,-0.0255598186310845,0.0156100697078748,-0.0148853011970296,-0.042994032350452,0.0493282895623891,0.0244779659493552,0.00416980334219206,-0.00842367707010016,-0.0607793944571911,-0.00361948872498707,-0.0102798408534967,-0.00124202117173476,0.512222222222222,0.49,0.483333333333333,0.5,0.524444444444444,0.488888888888889,0.514444444444444,0.497777777777778,0.488888888888889,0.515555555555556,0.506666666666667,0.473333333333333,1,0.493333333333333,0.477777777777778,0.504444444444444,0.505555555555556,0.502222222222222,0.483333333333333,0.513333333333333,0.511111111111111,0.494444444444444,0.49,0.476666666666667,0.488888888888889,0.504444444444444,0.5,0.495555555555556,0.521111111111111,0.492222222222222,0.48,0.534444444444444,0.515555555555556,0.5,0.503333333333333,0.467777777777778,0.493333333333333,0.487777777777778,0.49
"the21",0.0464885486332326,-0.0382516431192657,-0.0317824084989883,0.0301801246806982,-0.00565119723623021,-0.00141593956349588,0.0505269920014316,-0.00231736641273885,0.0308315273459844,0.0332180650365378,0.0485053056835929,-0.00375961657164382,0.00364170013155722,1,0.0158981783054243,0.0390424638491753,0.0444899018263342,0.0764051802737624,-0.0101474717660374,-0.0325802691067387,-0.0622996364646704,0.00131841315135617,0.0303441267039162,0.0184758319144483,-0.0128556782405335,-0.0402600875762166,-0.0859056429453647,-0.0201922722967858,-0.0795627518196699,-0.0613674716609363,0.0106019098398901,-0.0437262497370377,-0.00508409043938632,0.0219118028545752,-0.0138183157538831,-0.0168869553635416,-0.086828710800235,-0.0144077242570811,-0.00158804103816762,0.525555555555556,0.475555555555556,0.482222222222222,0.517777777777778,0.502222222222222,0.497777777777778,0.534444444444444,0.495555555555556,0.514444444444444,0.525555555555556,0.527777777777778,0.502222222222222,0.492222222222222,1,0.504444444444444,0.525555555555556,0.526666666666667,0.537777777777778,0.498888888888889,0.487777777777778,0.466666666666667,0.513333333333333,0.518888888888889,0.52,0.494444444444444,0.481111111111111,0.446666666666667,0.482222222222222,0.46,0.465555555555556,0.507777777777778,0.472222222222222,0.488888888888889,0.503333333333333,0.49,0.482222222222222,0.457777777777778,0.495555555555556,0.492222222222222,-0.0150946886128599,0.00802830738253563,0.0452566570793521,-0.00793681807875987,-0.00428095833959992,0.0926873587501532,0.0469892935893696,0.0285623894855726,0.0161352340742034,-0.00439598997290293,0.0126712521727786,-0.0455063040260455,-0.00824717773101364,1,-0.039037268565797,0.0399781884219277,0.0468647627880427,-0.00614909793457918,-0.0370790660398933,0.0304915524067906,0.0215389962978194,-0.00052179980445682,0.025391265605321,-0.0946249149959967,0.00195776559119933,0.0192055769896866,-0.000882715359863529,0.0221582208847316,0.00692264561625181,-0.0505587973140516,0.0128613009862036,-0.00253125019067106,-0.0574096616335501,-0.0410275884317414,-0.0633928078193338,-0.0450162662025444,-0.0779560412303834,0.0243764140173145,0.0013068957343239,0.487777777777778,0.505555555555556,0.526666666666667,0.493333333333333,0.501111111111111,0.556666666666667,0.516666666666667,0.521111111111111,0.495555555555556,0.496666666666667,0.51,0.465555555555556,0.493333333333333,1,0.481111111111111,0.524444444444444,0.521111111111111,0.496666666666667,0.485555555555556,0.533333333333333,0.518888888888889,0.498888888888889,0.52,0.448888888888889,0.491111111111111,0.513333333333333,0.504444444444444,0.506666666666667,0.502222222222222,0.48,0.504444444444444,0.508888888888889,0.462222222222222,0.48,0.466666666666667,0.473333333333333,0.452222222222222,0.514444444444444,0.5
"the22",0.0819526366655706,0.0126178699566592,0.0471437569234167,0.0481977722200313,-0.00874831329066324,-0.00558430668577983,0.0228592694617747,0.00744851612749752,0.0310471376419563,0.0481291836080118,0.00958523838534156,0.0424169449918377,0.0609381645852621,0.0158981783054243,1,0.0101747460063439,0.0673826377558724,0.120690563508056,-0.0256035668585489,-0.026272671799946,-0.0223497873328582,-0.0579988140060245,0.0295857827192869,-0.00981500745406685,-0.0243248066191114,-0.0621317686453447,-0.0138246835646795,-0.0637297318783611,-0.0700774465430714,-0.0223864320725195,-0.0239864474198442,0.0269206416158651,-0.00586518429575191,0.028700127942192,0.0123666278151033,0.0496688346897851,-0.141827899253829,-0.000543843684484941,0.0384143027649367,0.538888888888889,0.508888888888889,0.525555555555556,0.528888888888889,0.502222222222222,0.498888888888889,0.522222222222222,0.503333333333333,0.522222222222222,0.525555555555556,0.51,0.525555555555556,0.54,0.504444444444444,1,0.502222222222222,0.546666666666667,0.565555555555556,0.492222222222222,0.481111111111111,0.484444444444444,0.465555555555556,0.514444444444444,0.492222222222222,0.488888888888889,0.461111111111111,0.501111111111111,0.458888888888889,0.462222222222222,0.491111111111111,0.498888888888889,0.502222222222222,0.502222222222222,0.514444444444444,0.504444444444444,0.52,0.422222222222222,0.494444444444444,0.516666666666667,0.0166546693165733,0.0403365955489666,0.0437762075527692,0.022581302487756,-0.0511924313548561,0.0011979399970785,0.0216249142793369,0.0173657000164843,0.0422353690848196,0.016339589601019,-0.00342691109399407,0.0477867721686708,-0.0316266956301535,-0.039037268565797,1,0.0320838356522479,-0.00866440174152185,0.0352670113231325,0.0334683519864696,-0.025849726253201,0.00749666311781932,0.0175379162113239,-0.0899617487977083,-0.028154530790043,0.0718484278456233,0.0208559084019865,-0.0166205446930828,0.00441437576230017,0.0659156146685591,0.0509356324711974,0.0102212965533024,-0.031342071865871,0.00374803813807134,0.0132268550932288,0.0673769808480268,0.0466732619687183,-0.043115747332217,0.0399343942101509,0.011482867117704,0.514444444444444,0.514444444444444,0.524444444444444,0.51,0.468888888888889,0.505555555555556,0.504444444444444,0.51,0.517777777777778,0.51,0.497777777777778,0.526666666666667,0.477777777777778,0.481111111111111,1,0.517777777777778,0.495555555555556,0.516666666666667,0.511111111111111,0.483333333333333,0.496666666666667,0.504444444444444,0.457777777777778,0.488888888888889,0.524444444444444,0.512222222222222,0.493333333333333,0.501111111111111,0.537777777777778,0.525555555555556,0.502222222222222,0.475555555555556,0.503333333333333,0.503333333333333,0.544444444444444,0.526666666666667,0.477777777777778,0.523333333333333,0.514444444444444
"the23",0.0596549711888546,0.0447144096549216,0.0284728583507497,0.0513123111505141,-0.0172828191069272,0.0433519428949546,0.0208530119015534,0.004461264516107,0.0310519340229327,0.0060936063138174,-0.00637975745097156,0.0119623348661782,-0.00685898953952236,0.0390424638491753,0.0101747460063439,1,0.0356571758789618,0.0734954648683272,-0.0396285813498428,-0.0492580045811875,-0.0244404723229427,0.0408279814546747,0.0348662678205418,-0.046649629115954,0.0269692218591352,-0.0147037886531872,-0.0610516145214193,-0.0266443697708277,-0.0532843183685856,-0.0277934807493464,-0.0407298506975181,-0.0142333299161846,-0.00295025925534352,0.0298600750104402,0.0388393812835624,-0.00329185858014594,-0.0458404091549187,0.0311951959820557,-0.0195719271831793,0.523333333333333,0.524444444444444,0.513333333333333,0.53,0.481111111111111,0.525555555555556,0.512222222222222,0.504444444444444,0.51,0.507777777777778,0.5,0.516666666666667,0.496666666666667,0.525555555555556,0.502222222222222,1,0.526666666666667,0.537777777777778,0.467777777777778,0.468888888888889,0.48,0.516666666666667,0.512222222222222,0.468888888888889,0.512222222222222,0.502222222222222,0.473333333333333,0.491111111111111,0.467777777777778,0.482222222222222,0.483333333333333,0.493333333333333,0.497777777777778,0.513333333333333,0.526666666666667,0.505555555555556,0.475555555555556,0.514444444444444,0.483333333333333,0.0130551906695268,-0.00787914031355453,0.0277061305254027,0.00902499816949506,0.0257483614820586,0.0158692080053186,0.0101864996698368,0.0289962831156488,-0.0141906440480377,0.0558832225375281,0.00654134030933633,-0.0238588912539629,0.00659973222625411,0.0399781884219277,0.0320838356522479,1,0.0167009331048787,0.0285945041352814,-0.0417719060239624,-0.0012960726864326,0.0357070525899652,0.0102059612310388,-0.0349124943238323,-0.0185257060458721,0.0216643933236347,0.0289705145973324,-0.0123606547645682,0.0076262318032083,0.00277217164302434,-0.035866811180402,-0.0254097234218681,0.00899537442642107,-0.0113809880622893,0.0439959964095454,0.0214636435626973,0.0277014270283651,-0.0894610105267039,0.0244701951688051,0.0104025054635041,0.511111111111111,0.49,0.516666666666667,0.504444444444444,0.507777777777778,0.512222222222222,0.502222222222222,0.522222222222222,0.493333333333333,0.528888888888889,0.5,0.49,0.504444444444444,0.524444444444444,0.517777777777778,1,0.514444444444444,0.514444444444444,0.478888888888889,0.494444444444444,0.517777777777778,0.505555555555556,0.484444444444444,0.49,0.513333333333333,0.508888888888889,0.492222222222222,0.512222222222222,0.501111111111111,0.467777777777778,0.482222222222222,0.497777777777778,0.487777777777778,0.528888888888889,0.516666666666667,0.51,0.452222222222222,0.511111111111111,0.504444444444444
"the24",0.12071440637877,0.0565189564309143,0.0807994968755138,0.0730284029947845,0.0271470129080258,0.10203681450615,0.0454140707889974,0.0056729998372456,0.00229931098300521,0.0130866044335696,0.0530935492329246,0.0909536467496295,0.0131852297885952,0.0444899018263342,0.0673826377558724,0.0356571758789618,1,0.243886100115964,-0.0524669551323742,0.0172000251509528,-0.0775970274474019,-0.026278574454638,0.101566122443485,-0.0573447689889298,0.000401516537578284,-0.121206182117987,-0.109475180435251,-0.020967526245081,-0.111674885871178,-0.0814218475165168,0.000746410319813565,-0.0621650867582527,0.00941395532588006,0.085576971147895,0.0802981338795154,0.038957061518478,-0.176838241717375,0.0422294620273229,0.0406305981682839,0.557777777777778,0.527777777777778,0.538888888888889,0.533333333333333,0.524444444444444,0.555555555555556,0.522222222222222,0.496666666666667,0.504444444444444,0.508888888888889,0.53,0.537777777777778,0.506666666666667,0.526666666666667,0.546666666666667,0.526666666666667,1,0.627777777777778,0.475555555555556,0.512222222222222,0.454444444444444,0.481111111111111,0.556666666666667,0.476666666666667,0.5,0.441111111111111,0.447777777777778,0.488888888888889,0.44,0.446666666666667,0.494444444444444,0.466666666666667,0.495555555555556,0.537777777777778,0.546666666666667,0.523333333333333,0.392222222222222,0.516666666666667,0.522222222222222,0.000359784265460134,0.0395152877510082,0.0431398721459226,0.0399589515475411,0.0313696649351872,0.0129877316185876,0.0457623487451309,0.00430921293169816,0.0252089417625737,-0.040432031779165,0.000335357776014109,-0.0256335406813595,0.0184363721499247,0.0468647627880427,-0.00866440174152185,0.0167009331048787,1,-0.000726242214133737,0.0116294582107693,0.0370920727422814,-0.0307102268812027,0.0269045790282306,-0.00726182986053153,-0.055691900705356,0.0605807364868581,-0.0369676958491182,-0.0450165219685285,0.00663379358419461,0.0528194548394705,-0.0032673733606794,-0.0156406632496626,-0.0156621213763191,-0.0381137399868685,-0.0805390244736345,-0.0390969683836436,0.0376880030758645,-0.0815939128632858,-0.0231692925557457,0.0306834768414404,0.495555555555556,0.522222222222222,0.526666666666667,0.523333333333333,0.52,0.518888888888889,0.525555555555556,0.497777777777778,0.525555555555556,0.48,0.496666666666667,0.476666666666667,0.505555555555556,0.521111111111111,0.495555555555556,0.514444444444444,1,0.496666666666667,0.502222222222222,0.52,0.488888888888889,0.523333333333333,0.484444444444444,0.471111111111111,0.532222222222222,0.481111111111111,0.474444444444444,0.513333333333333,0.53,0.504444444444444,0.488888888888889,0.483333333333333,0.472222222222222,0.447777777777778,0.482222222222222,0.523333333333333,0.45,0.482222222222222,0.524444444444444
"the25",0.110615399314649,0.049872011766135,0.0713362186965088,0.0965389624115151,0.0539850068054541,0.114317624984478,0.0616787348160253,-0.00261823087689925,0.0483739645752967,0.0578810120771373,0.0294495565661609,0.107611995242863,0.0925067370233376,0.0764051802737624,0.120690563508056,0.0734954648683272,0.243886100115964,1,-0.0422466233218321,0.00896719030946475,-0.0762644921561084,-0.0821727964835901,0.0965652349426574,-0.0633085703007219,0.00565373936932347,-0.120420875066878,-0.134402146077299,-0.0195684639246227,-0.131304530862809,-0.0974964478031439,-0.0319665481065681,-0.0917884228182595,0.0391929115529886,0.0661133579001844,0.0542031023306121,0.064997216132855,-0.22487642490508,-0.00161789435302122,0.0425279336712801,0.564444444444444,0.527777777777778,0.533333333333333,0.557777777777778,0.534444444444444,0.562222222222222,0.524444444444444,0.501111111111111,0.527777777777778,0.532222222222222,0.518888888888889,0.547777777777778,0.554444444444444,0.537777777777778,0.565555555555556,0.537777777777778,0.627777777777778,1,0.477777777777778,0.502222222222222,0.466666666666667,0.458888888888889,0.555555555555556,0.461111111111111,0.503333333333333,0.434444444444444,0.432222222222222,0.49,0.442222222222222,0.447777777777778,0.484444444444444,0.456666666666667,0.518888888888889,0.533333333333333,0.544444444444444,0.543333333333333,0.382222222222222,0.496666666666667,0.531111111111111,0.0472320200270271,0.0179223945033344,-0.0245541016011858,-0.0414221748526432,-0.0528384483178127,-0.0140067677947532,0.012097529578634,0.0302931426907332,-0.0500552742084199,0.0210707504160111,0.0125319423726737,0.0138022816809288,0.00716141669560458,-0.00614909793457918,0.0352670113231325,0.0285945041352814,-0.00072624221413374,1,0.0224132251951074,-0.0185464140105038,-0.0139552443226098,0.0213367314870377,0.0334959332647202,-0.0334628072728473,-0.0370215629878783,0.0325173346628938,-0.0585555658584663,0.0171102547157366,-0.00715790788600585,-0.0503196073896617,0.0229339962294504,0.028795660795622,0.0163745078193467,0.0241086000137332,0.0370629127658414,0.016216102599301,-0.0740106420842579,0.0175349079924438,-0.016096165027662,0.53,0.512222222222222,0.483333333333333,0.474444444444444,0.478888888888889,0.49,0.51,0.515555555555556,0.476666666666667,0.515555555555556,0.501111111111111,0.511111111111111,0.502222222222222,0.496666666666667,0.516666666666667,0.514444444444444,0.496666666666667,1,0.515555555555556,0.484444444444444,0.486666666666667,0.51,0.515555555555556,0.477777777777778,0.482222222222222,0.512222222222222,0.467777777777778,0.513333333333333,0.494444444444444,0.481111111111111,0.512222222222222,0.525555555555556,0.51,0.513333333333333,0.526666666666667,0.512222222222222,0.466666666666667,0.514444444444444,0.484444444444444
"the26",-0.0712863507440272,-0.0130171398599803,-0.0564204904453298,-0.00924278136864148,0.0132669723309794,-0.0163887565114631,0.0199936021228773,-0.0518043225822813,-0.0181312179146744,-0.0706644583711939,-0.0755123016182336,-0.011559418920567,-0.0478606617585698,-0.0101474717660374,-0.0256035668585489,-0.0396285813498428,-0.0524669551323742,-0.0422466233218321,1,0.0264185955634845,-0.0285292724718626,-0.000827372342166644,0.00050262946559835,-0.00500975430743348,0.0086519173855883,-0.000289435753066878,0.0676897732960729,0.0383473470133998,0.0632532594991008,-0.00493844805890949,-0.00892220244640491,0.0262600081657071,-0.01412762272387,0.00225069567528509,-0.0526199872175217,-0.0197770299514774,0.0424977427400597,0.0173087859907439,0.025985935695535,0.46,0.501111111111111,0.47,0.49,0.506666666666667,0.49,0.51,0.472222222222222,0.485555555555556,0.458888888888889,0.468888888888889,0.496666666666667,0.467777777777778,0.498888888888889,0.492222222222222,0.467777777777778,0.475555555555556,0.477777777777778,1,0.51,0.482222222222222,0.5,0.508888888888889,0.492222222222222,0.501111111111111,0.504444444444444,0.535555555555556,0.515555555555556,0.53,0.506666666666667,0.498888888888889,0.507777777777778,0.492222222222222,0.5,0.468888888888889,0.485555555555556,0.518888888888889,0.502222222222222,0.511111111111111,-0.0227889702987109,0.0467513599650213,0.0130190813367218,-0.0554528318688164,-0.0129893670773526,0.00371539490015829,-0.0386409083471258,-0.0176511249872938,0.0331820994880659,0.00856253973710549,-0.0263838180118826,0.0442850945773511,-0.0281146165515305,-0.0370790660398933,0.0334683519864696,-0.0417719060239624,0.0116294582107693,0.0224132251951074,1,0.0315291484910211,0.0710624522234173,0.0643258471124017,0.000847001762584286,-0.052823016675359,-0.01309713005645,0.0477215445323436,-0.0701564728481872,-0.039047072191381,0.0177664935209277,-0.0695389713173591,-0.0102363148749136,0.00429552495379137,0.121940527075022,-0.024130751261196,-0.00656172974145619,0.0210824854285643,-0.14426760014312,-0.00835040235983372,0.0181185513187462,0.494444444444444,0.526666666666667,0.507777777777778,0.47,0.488888888888889,0.506666666666667,0.483333333333333,0.494444444444444,0.522222222222222,0.512222222222222,0.485555555555556,0.517777777777778,0.483333333333333,0.485555555555556,0.511111111111111,0.478888888888889,0.502222222222222,0.515555555555556,1,0.524444444444444,0.532222222222222,0.531111111111111,0.502222222222222,0.466666666666667,0.496666666666667,0.526666666666667,0.461111111111111,0.483333333333333,0.51,0.46,0.497777777777778,0.505555555555556,0.566666666666667,0.483333333333333,0.494444444444444,0.513333333333333,0.423333333333333,0.5,0.513333333333333
"the27",-0.0140139776372132,-0.0293506894580396,-0.0156422674524461,-0.00438477125918109,0.00680429706574009,0.0177757586615921,0.0202744345727038,-0.00571881519475133,0.000472720155701326,0.020758764938577,-0.0104864422884614,0.0581314127901276,-0.00684395595310042,-0.0325802691067387,-0.026272671799946,-0.0492580045811875,0.0172000251509528,0.00896719030946476,0.0264185955634845,1,-0.0287833783117256,-0.00854525085572805,0.00943232604676024,0.00886995110115001,0.0534520413687318,-0.0201519147191744,0.0169059659907383,-0.0160668359129593,-0.0159856063402467,-0.0363052291694877,-0.00379703889248248,0.0323722102966251,-0.0578986469611654,0.0034589713127372,0.0263496579552228,0.000358139334351006,-0.0265769254437081,0.0453284421301934,-0.011787428323833,0.492222222222222,0.487777777777778,0.5,0.498888888888889,0.511111111111111,0.514444444444444,0.507777777777778,0.5,0.501111111111111,0.502222222222222,0.491111111111111,0.535555555555556,0.492222222222222,0.487777777777778,0.481111111111111,0.468888888888889,0.512222222222222,0.502222222222222,0.51,1,0.478888888888889,0.493333333333333,0.502222222222222,0.507777777777778,0.526666666666667,0.487777777777778,0.504444444444444,0.492222222222222,0.488888888888889,0.483333333333333,0.502222222222222,0.514444444444444,0.462222222222222,0.498888888888889,0.514444444444444,0.498888888888889,0.487777777777778,0.517777777777778,0.495555555555556,-0.0221165227146711,-0.0152015234857923,-0.026072105968857,0.0283243844902682,-0.044316693541133,0.0181629668508353,0.00884621439781611,0.00930922971127537,0.0128763424407386,0.0154821383657831,0.0247605930998162,-0.00842694511901863,0.0231278900337106,0.0304915524067906,-0.025849726253201,-0.0012960726864326,0.0370920727422814,-0.0185464140105038,0.0315291484910211,1,0.00395297241096801,-0.00520467469483233,0.0235208668146743,0.0778038863266129,-0.00315356921784393,0.00988047658507795,0.0132173908839056,-0.0228570626059588,0.0224494857821785,-0.0172475565347756,-0.0712878510147637,0.0335678113353815,0.0225787943463389,-0.0139305819425336,-0.0193417839620073,-0.0178042835022604,0.0367266321579507,-0.00293683225601758,0.0320015490358753,0.477777777777778,0.49,0.481111111111111,0.513333333333333,0.48,0.513333333333333,0.501111111111111,0.497777777777778,0.514444444444444,0.505555555555556,0.515555555555556,0.501111111111111,0.513333333333333,0.533333333333333,0.483333333333333,0.494444444444444,0.52,0.484444444444444,0.524444444444444,1,0.513333333333333,0.49,0.507777777777778,0.538888888888889,0.488888888888889,0.506666666666667,0.508888888888889,0.481111111111111,0.514444444444444,0.48,0.457777777777778,0.515555555555556,0.513333333333333,0.487777777777778,0.491111111111111,0.487777777777778,0.52,0.503333333333333,0.522222222222222
